"[(0, 200, 0.07986083282490497, 15.972166564980995), (1, 200, 0.027861252991976733, 5.572250598395347), (2, 100, 0.01511266772460753, 1.511266772460753), (3, 100, 0.009219099684936054, 0.9219099684936054), (4, 2000, 0.033982624280644566, 67.96524856128913), (5, 10000, 0.007684082199304332, 76.84082199304332), (6, 10, 0.019827584566916696, 0.19827584566916695), (7, 200, 0.03837489515098606, 7.674979030197212), (8, 100, 0.1535138981218952, 15.35138981218952), (9, 2000, 0.07667692443009058, 153.35384886018116), (10, 10000, 0.03781848814588462, 378.18488145884623), (11, 200, 0.10583823558358921, 21.16764711671784), (12, 200, 0.04398050812611374, 8.796101625222748), (13, 1000, 0.02709888015748201, 27.098880157482007), (14, 10000, 0.041872772980062804, 418.727729800628), (15, 100, 0.08127725303060494, 8.127725303060494)]",0.8,10
"[(0, 100, 0.0824661715612564, 8.24661715612564), (1, 100, 0.03142007860042695, 3.142007860042695), (2, 200, 0.0004848037763214075, 0.0969607552642815), (3, 50, 0.03757142301419021, 1.8785711507095106), (4, 500, 0.007705024566963099, 3.8525122834815497), (5, 10000, 0.14507737735023968, 1450.7737735023968), (6, 200, 0.07663889644147737, 15.327779288295474), (7, 200, 0.15292283269810303, 30.584566539620607), (8, 1000, 0.011612301262491439, 11.612301262491439), (9, 10, 0.004193916736265824, 0.04193916736265824), (10, 200, 0.017202647702256626, 3.440529540451325), (11, 1000, 0.06687953503988293, 66.87953503988294), (12, 100, 0.03814562043092152, 3.814562043092152), (13, 20, 0.004643001583845316, 0.09286003167690632), (14, 200, 0.11168683073449198, 22.337366146898397), (15, 100, 0.011349538500866271, 1.1349538500866272)]",0.8,10
"[(0, 100, 0.01191338915045868, 1.191338915045868), (1, 1000, 0.04141190434556842, 41.41190434556842), (2, 100, 0.19293199930830074, 19.293199930830074), (3, 100, 0.0061878251819887445, 0.6187825181988744), (4, 100, 0.09575019613263139, 9.575019613263139), (5, 100, 0.015970174193297125, 1.5970174193297124), (6, 50, 0.005901416198529203, 0.2950708099264602), (7, 50, 0.0037347513322325446, 0.18673756661162721), (8, 10000, 0.03498754593675118, 349.8754593675118), (9, 200, 0.023997200068681033, 4.7994400137362065), (10, 1000, 0.11411591539669133, 114.11591539669134), (11, 200, 0.04731444375522974, 9.462888751045947), (12, 2000, 0.12204732995641931, 244.09465991283864), (13, 100, 0.0272404351336175, 2.72404351336175), (14, 2000, 0.04351726699352331, 87.03453398704663), (15, 1000, 0.012978206916079937, 12.978206916079937)]",0.8,10
"[(0, 200, 0.06012691324722998, 12.025382649445996), (1, 200, 0.11018157434022587, 22.036314868045174), (2, 200, 0.0048770219391574485, 0.9754043878314897), (3, 100, 0.04701217015941142, 4.701217015941142), (4, 1000, 0.03320844235478673, 33.20844235478673), (5, 20, 0.013524315897234792, 0.27048631794469585), (6, 100, 0.041469184977414364, 4.146918497741437), (7, 1000, 0.05634644454534711, 56.34644454534711), (8, 100, 0.029311415976427023, 2.931141597642702), (9, 2000, 0.005667548995834644, 11.335097991669286), (10, 1000, 0.0014965953137312527, 1.4965953137312527), (11, 200, 0.018127084022223395, 3.625416804444679), (12, 200, 0.27238175689431615, 54.47635137886323), (13, 200, 0.0875548150224435, 17.5109630044887), (14, 10000, 0.00262848215273864, 26.2848215273864), (15, 100, 0.01608623416147757, 1.6086234161477568)]",0.8,10
"[(0, 500, 0.10564598330265747, 52.822991651328735), (1, 1000, 0.032145823316201465, 32.145823316201465), (2, 100, 0.10244607273936342, 10.244607273936342), (3, 100, 0.003459887494782609, 0.3459887494782609), (4, 2000, 0.0011210748673709193, 2.242149734741839), (5, 1000, 0.01877181021782204, 18.77181021782204), (6, 20, 0.019758250248403386, 0.3951650049680677), (7, 100, 0.0017530658163287353, 0.17530658163287355), (8, 1000, 0.05407333500533257, 54.07333500533257), (9, 1000, 0.1073419721890079, 107.3419721890079), (10, 2000, 0.009102447132547731, 18.20489426509546), (11, 1000, 0.0910127449477354, 91.0127449477354), (12, 1000, 0.0888669257228136, 88.8669257228136), (13, 100, 0.07169239106079979, 7.169239106079979), (14, 2000, 0.07184952815119304, 143.69905630238608), (15, 200, 0.020958687787639967, 4.191737557527993)]",0.8,10
"[(0, 1000, 0.08533524559308883, 85.33524559308883), (1, 200, 0.09291005126340131, 18.582010252680263), (2, 10, 0.002766688549809968, 0.02766688549809968), (3, 10000, 0.007197186910097617, 71.97186910097616), (4, 500, 0.18317850928323814, 91.58925464161908), (5, 200, 0.022227212439593615, 4.445442487918723), (6, 200, 0.03212667419671632, 6.425334839343264), (7, 200, 0.034438294615630874, 6.887658923126175), (8, 100, 0.013723781561115827, 1.3723781561115826), (9, 200, 0.03510070799328338, 7.020141598656676), (10, 100, 0.023287918480898465, 2.3287918480898466), (11, 100, 0.05072238193401586, 5.072238193401586), (12, 50, 0.09513930212004018, 4.756965106002009), (13, 200, 0.061744521224121884, 12.348904244824377), (14, 50, 0.0005724523077219656, 0.028622615386098282), (15, 100, 0.05952907152722566, 5.952907152722566)]",0.8,10
"[(0, 100, 0.057886767434458794, 5.78867674344588), (1, 200, 0.02048184653272586, 4.0963693065451725), (2, 100, 0.0074232327413220394, 0.7423232741322039), (3, 1000, 0.05409118623903588, 54.09118623903588), (4, 200, 0.1027868926265179, 20.55737852530358), (5, 20, 0.04906601375030542, 0.9813202750061084), (6, 100, 0.02742082070604139, 2.742082070604139), (7, 20, 0.015565385744066278, 0.3113077148813256), (8, 500, 0.12278501144739595, 61.39250572369798), (9, 20, 0.023682999617372098, 0.47365999234744194), (10, 200, 0.03384603644914472, 6.769207289828944), (11, 1000, 0.13634057808275782, 136.34057808275782), (12, 1000, 0.03961894263580651, 39.61894263580651), (13, 200, 0.05616689560236923, 11.233379120473847), (14, 100, 0.017219501931646158, 1.7219501931646157), (15, 500, 0.03561788845903399, 17.808944229516996)]",0.8,10
"[(0, 200, 0.06968244351595906, 13.936488703191813), (1, 200, 0.08401250931243305, 16.80250186248661), (2, 500, 0.013323683850415153, 6.661841925207576), (3, 10, 0.029708605861533365, 0.29708605861533366), (4, 200, 0.03688967514659174, 7.3779350293183485), (5, 200, 0.001963865974757728, 0.3927731949515456), (6, 1000, 0.04265404554528053, 42.65404554528053), (7, 200, 0.13690921847026438, 27.381843694052876), (8, 2000, 0.019757234876648922, 39.514469753297846), (9, 1000, 0.015002057673146342, 15.002057673146341), (10, 200, 0.01551326622251902, 3.102653244503804), (11, 200, 0.1906493512655094, 38.12987025310188), (12, 200, 0.03161609760158034, 6.3232195203160675), (13, 10000, 0.023756114211089707, 237.56114211089707), (14, 1000, 0.009532985001661746, 9.532985001661746), (15, 500, 0.07902884547060973, 39.51442273530487)]",0.8,10
"[(0, 100, 0.1194737287486344, 11.94737287486344), (1, 10, 0.11528058427185164, 1.1528058427185164), (2, 200, 0.02096470243792765, 4.19294048758553), (3, 100, 0.002665456559759383, 0.2665456559759383), (4, 20, 0.01941507029045965, 0.388301405809193), (5, 100, 0.08104306048470983, 8.104306048470983), (6, 200, 0.06415906718387425, 12.83181343677485), (7, 1000, 0.01000214722792973, 10.00214722792973), (8, 1000, 0.1636576013098398, 163.6576013098398), (9, 100, 0.0828367042498763, 8.28367042498763), (10, 100, 0.003878739598825711, 0.3878739598825711), (11, 100, 0.03750358052643836, 3.750358052643836), (12, 100, 0.0028913353155899787, 0.28913353155899785), (13, 500, 0.009253911374103462, 4.626955687051731), (14, 1000, 0.06137186870451682, 61.37186870451682), (15, 200, 0.005602441715663105, 1.120488343132621)]",0.8,10
"[(0, 1000, 0.02460157860487711, 24.60157860487711), (1, 1000, 0.17367957985491572, 173.67957985491572), (2, 200, 0.10946247503013162, 21.892495006026323), (3, 100, 0.05328161701878343, 5.328161701878343), (4, 1000, 0.0879724976370369, 87.97249763703691), (5, 20, 0.0012074861536773398, 0.024149723073546795), (6, 100, 0.03653848292698937, 3.653848292698937), (7, 200, 0.027012227890736762, 5.402445578147352), (8, 200, 0.010585342667873407, 2.1170685335746815), (9, 200, 0.006325541661249946, 1.2651083322499892), (10, 1000, 0.04929071762770279, 49.29071762770279), (11, 100, 0.04163977766397431, 4.163977766397431), (12, 100, 0.045543368233176486, 4.554336823317649), (13, 1000, 0.05504904582045075, 55.04904582045074), (14, 2000, 0.02434233863902452, 48.68467727804904), (15, 100, 0.053467922569399584, 5.346792256939958)]",0.8,10
